protein,degree,clustering_coefficient,betweenness_centrality,closeness_centrality,pagerank,drug_target
UBQLN4,31,0.7376344086021506,5.874668145682247e-05,0.28072493914666274,8.716100342350578e-05,0
DBN1,8,0.35714285714285715,2.8443742369792733e-05,0.26424786334204825,4.430937917635257e-05,0
GJA4,3,1.0,0.0,0.24141099926664975,3.319730726525143e-05,0
CSNK1D,72,0.3317683881064163,0.0005330074341833379,0.3216694391178949,0.00017848785743569448,0
MAPK7,20,0.08947368421052632,8.700843896275868e-05,0.28146640826014685,9.456320779132993e-05,1
GJB6,4,1.0,0.0,0.2415740125300334,3.9605539177334444e-05,0
GJC1,8,0.5357142857142857,6.315366626805096e-06,0.2511434589472588,6.420896956925669e-05,0
WEE1,40,0.38076923076923075,0.0005957217135728883,0.31104201222078454,0.0001315368504038683,1
CCNE2,34,0.6345811051693404,3.73806747380987e-07,0.2985725187353313,0.00010054168233059528,0
CDT1,67,0.3613749434644957,0.00017080345150066322,0.28237886913148685,0.00016568971829244308,0
CKS2,30,0.5816091954022988,1.1302735598440897e-05,0.27450900231756775,8.473079677105838e-05,0
CKS1B,41,0.41341463414634144,0.0002007588158927598,0.28731128649276827,0.00012239672081919403,1
MYBL2,28,0.6190476190476191,9.1187532818347e-05,0.29839463817606093,7.176620589038172e-05,0
E2F3,23,0.8063241106719368,1.9452706393313204e-05,0.2965483881574459,7.07478045789854e-05,0
CCNH,62,0.45690111052353255,0.0003998674717362259,0.3035211345505065,0.0001628322829058738,0
CDK7,69,0.391304347826087,0.0005119045677407309,0.3063804252506611,0.00018220113818017593,1
CDKN3,39,0.6059379217273954,0.00010727105997539737,0.30156570441552116,9.620358457885395e-05,0
SPDYA,5,0.5,1.1804423601504852e-07,0.26552970188390634,2.7349772554488954e-05,0
H1-1,6,0.9333333333333333,0.0,0.26373997534478727,2.832972591158717e-05,0
PARP3,14,0.13186813186813187,0.00037478061232811114,0.2832812421472912,8.627098467803895e-05,1
DFFA,5,0.7,1.967403933584142e-08,0.2719232315427104,3.491570050094515e-05,0
DFFB,3,1.0,0.0,0.2691685611600259,2.767046396495311e-05,0
DCC,8,0.4642857142857143,5.80384160407322e-07,0.2889605954990586,4.1083705960515455e-05,0
STK3,25,0.31666666666666665,0.000278151568130126,0.2804655617530061,0.0001390154864908335,1
STK4,16,0.4166666666666667,0.00031910308100767995,0.27504415166310725,0.00010829279427238472,0
CCN3,4,0.3333333333333333,1.5739231468673136e-06,0.26255787386166823,2.7304424299056794e-05,1
NOTCH1,47,0.272895467160037,0.0007678728367680567,0.3302815128613,0.00018080369013162621,0
MLN,17,0.5808823529411765,3.133090764232746e-06,0.2641224490737321,8.523687384485647e-05,0
LHX6,9,0.2777777777777778,9.628966701944188e-05,0.2551414381592513,5.539898395257435e-05,0
NEUROG3,20,0.4263157894736842,3.0155383792010937e-05,0.2813162211741846,0.00010818225993998839,0
SSTR4,7,0.5238095238095238,2.6843587170477628e-05,0.2627162528146651,4.5878513086156295e-05,1
SNED1,1,0.0,0.0,0.2378343701878144,1.8415876566320972e-05,0
SSTR3,18,0.3464052287581699,0.0002656142865633611,0.26213188892998285,0.00011017161071786528,1
SLC35A2,29,0.5886699507389163,1.1386350265618223e-05,0.25359125094479545,9.667703731392167e-05,0
S1PR1,20,0.2578947368421053,0.00024301865238614718,0.2904182999991408,7.72764110306126e-05,1
NSL1,8,0.4642857142857143,1.1533905560637034e-05,0.25984715962569044,5.0876670005994796e-05,0
CMC2,3,1.0,0.0,0.25450616132448395,2.6881167854749647e-05,0
VCAN,29,0.34236453201970446,5.546111688773697e-05,0.28665354138132393,0.0001231200532330942,1
HSPA6,14,0.9120879120879121,6.689173374186083e-07,0.2958564594355947,5.535748897976437e-05,0
FSTL1,9,0.4166666666666667,5.075902148647086e-06,0.2747047306614662,4.076382013875065e-05,0
TLR10,5,1.0,0.0,0.2571258279062161,2.9934478454969012e-05,0
SEC61B,11,0.41818181818181815,0.0001755760455428828,0.2378569597656448,9.42440331625046e-05,0
CYB5D2,1,0.0,0.0,0.21903935982616912,1.904121190014483e-05,0
NENF,1,0.0,0.0,0.21903935982616912,2.027160324365985e-05,0
ATOX1,19,0.19298245614035087,0.00036067343184979756,0.27517259576327135,8.966395693572865e-05,1
TNFRSF14,34,0.32620320855614976,3.5926435330524424e-05,0.28276945669923403,0.00011160982841702044,0
LGALS2,3,0.3333333333333333,5.862863722080743e-06,0.23751856602575913,2.4954721696202676e-05,0
LST1,3,0.6666666666666666,1.7706635402257279e-07,0.2282529281221885,2.7156171506874914e-05,0
NFKBIL1,3,0.3333333333333333,4.1610593195304605e-06,0.23117647881586775,2.7207311621927365e-05,0
PSMA3,57,0.7055137844611529,0.00010054417802581758,0.2872124323643193,0.00013687573734229516,0
PSMD14,53,0.7583454281567489,0.00021730140396764646,0.29245322911276317,0.0001291307285648759,0
PSMD2,51,0.7498039215686274,7.9153578757924e-05,0.2897797964467243,0.0001236550180333915,0
PSMB5,55,0.7373737373737373,0.00013270139532025037,0.2815771750827932,0.00013430982166247376,1
CSNK2A1,56,0.17922077922077922,0.0013707460636395235,0.3151024851705053,0.0001912294865092679,1
CSNK2A3,13,0.5,8.648707692035889e-05,0.2927267096309283,5.7397494852936344e-05,0
CSNK2A2,40,0.1782051282051282,0.0011811850551354133,0.3135637639632619,0.0001724102938379397,1
APLP1,10,0.24444444444444444,0.00021689644665798374,0.2595374651147882,8.182964113976083e-05,1
PRND,2,1.0,0.0,0.24543914937814829,3.3242497222875264e-05,0
SPRN,2,1.0,0.0,0.24543914937814829,3.258552331225654e-05,0
ERI3,1,0.0,0.0,0.2454331357762132,1.8454425326037824e-05,0
NCAM2,3,0.6666666666666666,0.0,0.2619673624031164,2.7210246247038316e-05,0
NTM,1,0.0,0.0,0.2454331357762132,1.8190298362847907e-05,0
STK38,8,0.17857142857142858,0.0007612426855118781,0.24323995929217537,0.00010822499733322333,1
MBP,18,0.20915032679738563,0.00043681449785729716,0.29660107196785496,8.425054885418824e-05,0
OLIG2,10,0.5111111111111111,1.2807799607632764e-05,0.2671727523423137,5.3139288220889735e-05,0
RBFOX3,21,0.3904761904761905,0.00019679941547642174,0.2924617676438751,9.465521546651164e-05,0
CAPZA2,2,1.0,0.0,0.24152741485196424,2.5782514876981126e-05,0
SDF4,12,0.45454545454545453,1.6295023079910656e-05,0.2739159968162528,5.967769409022793e-05,0
MIA,1,0.0,0.0,0.23969534118758504,1.8988814920714783e-05,0
ALCAM,5,0.6,9.95506390393576e-06,0.28922757993793285,3.267178432190503e-05,0
MICU1,7,0.42857142857142855,4.449611896456134e-05,0.26070603554044103,4.4830332331632173e-05,0
CLEC9A,4,0.6666666666666666,1.1804423601504852e-07,0.23507716144678414,2.9144045036403783e-05,0
MPPE1,5,0.6,8.459836914411811e-07,0.26207702379703746,3.103371538352394e-05,0
CADM1,12,0.3939393939393939,0.0003288407467769546,0.27161355758054134,6.084731642558126e-05,0
SULT1A4,5,0.4,1.631961562908046e-05,0.2363194301115968,4.576120246905357e-05,0
SULT1A3,2,1.0,0.0,0.22931889573669625,2.7494283408258814e-05,0
IGKV2D-28,9,0.5277777777777778,1.4853899698560273e-06,0.2674223931755664,4.181814495845406e-05,0
CCRL2,32,0.7520161290322581,6.5170255299974704e-06,0.29158491015807086,8.162770566878905e-05,0
ACKR2,21,0.7428571428571429,2.065774130263349e-06,0.26082822558443863,5.987322578611838e-05,0
CCR4,20,0.6368421052631579,3.8556198588415225e-05,0.2804106039126155,5.606579774251843e-05,1
CCL15,19,0.9473684210526315,1.967403933584142e-08,0.2622622857329589,5.1304875841985155e-05,0
SDF2L1,10,0.8,1.4135797262802061e-05,0.2825381622262753,4.896949872281903e-05,0
CALR3,7,0.7142857142857143,0.00019770442128587044,0.26581154314900796,5.381253665763924e-05,1
ERP29,12,0.696969696969697,1.1563416619640795e-05,0.2810084440084822,5.5482910443470575e-05,0
CLGN,2,1.0,0.0,0.26037398636853726,2.1354888763097578e-05,0
ANKRD45,2,1.0,0.0,0.24810174621846107,2.2476475037394017e-05,0
CNPY3,7,0.6190476190476191,2.90192080203661e-07,0.26890121345351564,3.439130471769677e-05,0
RTN4R,8,0.5,7.530238555793304e-06,0.28178311636249587,5.941287978958948e-05,0
NAT8,2,1.0,0.0,0.24124820585642226,2.2468498730973528e-05,0
OPRPN,1,0.0,0.0,0.23892353202238148,1.8142433880029815e-05,0
GLG1,4,1.0,0.0,0.24628397225605106,2.729650737728914e-05,0
FUT7,6,0.8,1.5542491075314723e-06,0.24683623290055604,3.6214908294540264e-05,0
HECA,4,1.0,0.0,0.23840607381703516,2.8829570043407685e-05,0
SNX17,1,0.0,0.0,0.23655940497273267,1.850206014532324e-05,0
ESAM,10,0.5333333333333333,2.7233788950638487e-05,0.2700684263991363,4.7975890924734005e-05,0
PODXL,3,1.0,0.0,0.25795349325497297,2.2497552618858085e-05,0
ITGA9,32,0.6330645161290323,0.0001278123965452938,0.30171103290775475,0.00010075633187203862,0
ITGAD,6,1.0,0.0,0.2739984136210062,3.0255527188892775e-05,0
TBC1D4,4,1.0,0.0,0.283947729564328,2.7817378731494423e-05,0
PHLPP2,4,1.0,0.0,0.283947729564328,2.966821538343926e-05,0
TCL1B,4,1.0,0.0,0.28422971947820463,2.7973972068638732e-05,0
DVL2,39,0.3967611336032389,5.994679785630881e-05,0.2910934558749961,0.00013552208028724442,0
LRP5,56,0.42402597402597403,8.5357459161826e-05,0.291101915189049,0.00020005255845012055,0
FRAT2,6,1.0,0.0,0.2822356588405941,3.378564032287083e-05,0
APC2,17,0.5955882352941176,2.675669349674433e-06,0.28630124624357967,6.813759199119802e-05,0
FRAT1,8,0.8214285714285714,0.0,0.2825939572762255,4.1313190264855e-05,0
CSNK1E,84,0.2728055077452668,0.0014718214407274089,0.3218347952954334,0.00021634064530139333,1
DVL3,35,0.4436974789915966,1.728364355653669e-05,0.28679306011138245,0.00012203152221547106,0
DVL1,55,0.31717171717171716,0.0006758393202582686,0.30721670869074297,0.00018877619085582836,0
LRP6,53,0.42017416545718433,0.0002712181087675199,0.2955160634737695,0.0001892360666681515,0
GSKIP,5,0.8,7.869615734336568e-08,0.27601421810785753,2.9064230460214522e-05,0
AMER1,9,0.7777777777777778,9.83701966792071e-07,0.2881708812626324,4.186325292586762e-05,0
GLI3,28,0.3544973544973545,0.0007603721092712671,0.30111245389035274,0.00013050421424254497,0
PRKCZ,63,0.1971326164874552,0.0007648610692463948,0.3183166927315887,0.00024733885491136956,1
MAP1LC3A,39,0.6126855600539811,4.2613969201432516e-05,0.27329571941097225,0.0001347849540199587,0
MAP1LC3B,48,0.49024822695035464,0.0002644928663212181,0.3024671780774915,0.0001592983758794386,0
MAP1A,26,0.6615384615384615,0.00017926492791835307,0.29692636956279245,9.175930214229893e-05,1
ATG16L1,43,0.5337763012181617,0.00016416018421826082,0.2821164278471954,0.00015093603039242673,0
CALCOCO2,23,0.5098814229249012,2.71452557736272e-05,0.26842563919744805,8.510368768231282e-05,0
OPTN,38,0.24182076813655762,0.0006402358670735076,0.30490694924574213,0.00014178258471099665,0
NBR1,28,0.5529100529100529,0.00011780814754301843,0.2780521846324978,0.00010892457263196556,0
ATG7,52,0.44419306184012064,0.0013413669846496393,0.3050833892785029,0.0001942059877930744,0
ATG3,38,0.6742532005689901,4.0961349897221836e-05,0.28192586765276423,0.0001327936251693248,0
ATG4B,29,0.8645320197044335,1.2674999842115835e-05,0.268879559886468,9.759444046901062e-05,0
MAP1LC3C,22,0.7359307359307359,3.969237436006006e-06,0.26768680696855685,8.0036017529368e-05,0
FLVCR1,2,0.0,0.0,0.2310325200325284,2.569711901826373e-05,0
EPB41L4A,1,0.0,0.0,0.17485220554679545,3.1932397168910246e-05,0
EPB41L4B,3,0.3333333333333333,1.7352502694212133e-05,0.24202928393665712,3.9809560761079455e-05,0
ST6GALNAC1,2,1.0,0.0,0.23003508941281325,3.18773723919436e-05,0
SLC25A18,2,1.0,0.0,0.23003508941281325,3.339676266908287e-05,0
ACTC1,33,0.3977272727272727,0.00018210782660238215,0.2719010885581381,0.00013302348133241383,0
TNXB,15,0.3142857142857143,5.118693184202542e-05,0.2691179410985537,6.634795159845064e-05,0
TNC,16,0.525,2.410069818640574e-06,0.27462941750706965,6.15453282855619e-05,0
DCX,19,0.15204678362573099,0.00046549924720895396,0.2752633344390197,0.00010953188332341478,0
PRKAR2B,20,0.49473684210526314,1.9418276824475482e-05,0.2745842494331396,8.399699417675623e-05,0
MAP1B,31,0.2924731182795699,0.0008808919952360758,0.30486055157253533,0.00011220253479380423,1
USP15,14,0.46153846153846156,2.770104738486472e-05,0.2924617676438751,5.324268892531162e-05,0
DDR1,5,0.3,0.0002053625410973467,0.2633170707000254,4.750491844199441e-05,1
TM4SF1,1,0.0,0.0,0.20829485773991735,2.4048655523760183e-05,0
TAB3,40,0.5858974358974359,1.4170226831639783e-05,0.2920780266961268,0.00012239048378934628,0
ERC1,4,1.0,0.0,0.2631925381915493,2.5327674505757854e-05,0
BCL10,33,0.4431818181818182,3.7818422113321174e-05,0.3054834559351763,0.0001085570659320514,0
MALT1,33,0.44696969696969696,3.606415360587531e-05,0.29822584785407025,0.000106606995899878,0
NFKBIE,14,0.8681318681318682,4.4856809685718435e-06,0.28699848160818164,5.232054251999539e-05,0
NFKBIB,24,0.5688405797101449,1.1165017323090007e-05,0.29198437647041026,8.253155520726439e-05,0
REL,48,0.300531914893617,0.00039513242231907226,0.32876392410549626,0.00014191740072660061,1
NLRC5,3,1.0,0.0,0.25389334423810933,2.3135593390438956e-05,0
IKBIP,2,1.0,0.0,0.2523900325926671,1.9950761292665217e-05,0
MAP3K3,22,0.19480519480519481,0.0004049917392315737,0.295350513137468,0.0001151838552237251,1
PKD1,8,0.32142857142857145,3.798565144767582e-05,0.25525846656907897,5.451142868319655e-05,0
SERPINB6,6,0.5333333333333333,9.758323510577345e-06,0.2537775639331771,4.49229327549709e-05,1
LOXHD1,3,0.3333333333333333,1.8218160424989154e-05,0.2381227090966878,2.651954121825706e-05,0
SERPINI1,1,0.0,0.0,0.23502752172803,1.883283339181196e-05,0
LGALS1,15,0.1523809523809524,0.0005341600049877625,0.2851764505941572,9.65677338526751e-05,1
CD151,3,1.0,0.0,0.2857214411012968,2.5055708231315865e-05,0
HLTF,8,0.35714285714285715,0.00010498067389604982,0.26423392254208294,4.310845295947738e-05,0
ANXA2R,2,1.0,0.0,0.2539255241849062,2.3674873310960685e-05,0
AHNAK2,3,1.0,0.0,0.25625755956946444,2.9321333051497764e-05,0
MPV17,11,0.41818181818181815,6.007467911199178e-05,0.2621113118133387,4.936995009620964e-05,0
GCHFR,3,1.0,0.0,0.23821331249126929,2.7192671691006038e-05,0
SGCE,17,0.7132352941176471,7.408751362894483e-05,0.2592754756974341,8.418569586896126e-05,0
VTA1,1,0.0,0.0,0.22398613665691083,1.8834629092847093e-05,0
PARD6A,17,0.47794117647058826,2.5871361726631467e-05,0.2846335351794495,8.035929901493336e-05,0
RAC1,77,0.1507177033492823,0.0015369507084454336,0.31665638248626055,0.00033956073604952464,1
CHN2,1,0.0,0.0,0.24031638806156863,1.8498239333065944e-05,0
ARHGAP1,8,0.6785714285714286,2.8822467627007683e-06,0.2711210112748089,4.117040196317931e-05,0
DOCK1,33,0.3106060606060606,0.00035433764595489394,0.30379728879902845,0.0001305605288189691,0
CYFIP2,19,0.7076023391812866,0.0,0.29734061573719506,8.842211789591912e-05,0
NCKAP1,17,0.7426470588235294,3.46263092310809e-06,0.2663699410618084,8.373962212634398e-05,0
BRK1,15,0.8,1.357508714173058e-06,0.26507298236492105,7.748109769117665e-05,0
WASF2,41,0.3902439024390244,0.00015683652307549385,0.30112150554831857,0.00016415476287164085,0
WASF1,26,0.5138461538461538,0.00011049924192975334,0.30021902546215806,0.00011181148605137019,0
BAIAP2,20,0.5578947368421052,0.00011243057679122178,0.2996173841285666,8.882995043792504e-05,0
ARHGDIB,9,0.75,9.8507914954558e-06,0.2920609949142914,4.8386602754078895e-05,0
ARHGDIA,16,0.36666666666666664,6.648349742564212e-05,0.2946554889860679,8.065119450221834e-05,0
KALRN,15,0.10476190476190476,0.0006106870994943516,0.2682243882496215,0.00012413322581321376,0
HACE1,1,0.0,0.0,0.24031638806156863,1.863275296448701e-05,0
TIAM1,37,0.2627627627627628,0.0002752850605988939,0.308048096548692,0.00013442379694123165,0
GIT1,13,0.6923076923076923,2.9663532808614903e-05,0.29517644989304476,6.361679430826373e-05,0
CYFIP1,19,0.52046783625731,3.0006188993714135e-05,0.27056446002675,9.198764208812313e-05,0
TRIO,3,1.0,0.0,0.26109336400902794,2.5871518888212447e-05,0
ELMO1,19,0.36257309941520466,0.00014055789502836306,0.28625215761474443,7.88401565818696e-05,0
DOCK2,14,0.4945054945054945,1.301929553049306e-05,0.2859743063711992,5.842124501207568e-05,0
FMNL1,7,0.5714285714285714,0.0,0.27193799553617015,4.35439409645224e-05,0
RAP1GDS1,1,0.0,0.0,0.24031638806156863,1.851993508006934e-05,0
MCF2L,2,1.0,0.0,0.26019814025586696,2.198463153175085e-05,0
ARFIP2,5,0.5,3.8743101962105715e-05,0.26364279519858835,4.240933110808831e-05,0
MAFA,5,1.0,0.0,0.2763035252267437,3.522032421517096e-05,0
NKX6-2,6,0.9333333333333333,2.9117578217045302e-06,0.2778285398299921,3.760059570030004e-05,0
NKX6-1,13,0.6153846153846154,3.73806747380987e-06,0.2797918553033452,6.843414909866361e-05,0
NKX2-2,6,1.0,0.0,0.2775052775457895,4.0251410858226406e-05,0
MGAT4A,1,0.0,0.0,0.2387128661814066,1.8409176553774096e-05,0
BCL3,15,0.7523809523809524,4.1315482605266983e-07,0.29561199325887877,5.073147026587668e-05,0
RELB,36,0.35079365079365077,0.00013329981401671558,0.29811934179251703,0.00011030951842600531,1
NFKBIZ,11,0.7090909090909091,3.856111709824918e-06,0.2873854717572402,4.0522161649340475e-05,0
NUDT9,2,0.0,0.0,0.22060227280590128,2.4534379510804977e-05,0
GADD45B,12,0.5303030303030303,6.5858846676729155e-06,0.2952982726127695,5.5210847891319054e-05,0
CCNB3,14,0.6263736263736264,7.869615734336568e-07,0.2675866970367401,5.302613046745839e-05,0
GADD45G,9,0.7222222222222222,4.131548260526698e-06,0.2654382321153841,4.722832226908845e-05,0
PKMYT1,25,0.33,0.00025562971160042155,0.2731690210954559,9.595617894222421e-05,1
ESPL1,73,0.5266362252663622,5.082788062414631e-05,0.2801831506928386,0.00017209760720304407,0
CDCA3,57,0.7656641604010025,8.521318287336315e-05,0.27666983382782867,0.00014127778277880134,0
SPINT2,7,0.14285714285714285,2.175948750544061e-05,0.25424131988757276,5.179416089116261e-05,0
HGFAC,4,0.5,1.1804423601504852e-07,0.25634281044016594,3.696844500384578e-05,0
MST1R,13,0.21794871794871795,0.0005730965683366707,0.3008863391676789,7.053533680941746e-05,1
SPINT1,5,0.3,7.47613494761974e-07,0.24725053076887904,5.030351051858465e-05,0
FXR2,13,0.41025641025641024,0.0001363706036563848,0.2761892526281498,5.3501534853980775e-05,0
FMR1,30,0.28045977011494255,0.0005319729076149281,0.2956905276019236,0.00010484135362772046,0
NLGN1,25,0.5,0.000110789434009957,0.2704110788135829,0.00013190113877032173,0
NLGN3,22,0.6017316017316018,2.4646652777975338e-05,0.2633032279352951,0.00011241281204432601,0
DPP10,7,0.3333333333333333,4.3853433679590525e-05,0.25297643769907735,5.0520926270573654e-05,0
ADPGK,21,0.9571428571428572,0.0,0.2606110779605683,7.892492254059188e-05,0
APIP,5,0.4,3.979074455673927e-05,0.2667245714019162,3.5175599673174224e-05,0
PRMT5,36,0.3,0.0003874916812423427,0.30281463130502917,9.64710734583518e-05,0
MFAP2,16,0.4083333333333333,5.340026126730758e-05,0.2545126277648856,0.0001009699260474005,0
FKBP10,12,0.4696969696969697,0.00011232400907815264,0.2511812438207213,7.336517549575409e-05,0
MFAP5,11,0.6545454545454545,3.0789871560591823e-06,0.23958068459425427,6.608145120129115e-05,0
LOXL2,4,1.0,0.0,0.26918302753259254,3.040708739056484e-05,0
FBLN5,18,0.39215686274509803,5.650548047581455e-05,0.27255211829157794,0.00010579879633765708,0
LOXL4,2,1.0,0.0,0.23536991009117614,2.2987482933206004e-05,0
LOXL1,8,0.6428571428571429,1.6845896181314216e-05,0.25274665060859297,5.02431510350388e-05,0
CDC7,43,0.5105204872646734,0.00015752675395552628,0.2831851413103318,0.00011113797166886324,0
LOXL3,2,1.0,0.0,0.23536991009117614,2.321260217558342e-05,0
MFAP1,84,0.5966724039013196,0.0006840368366482024,0.2713927933776853,0.00017905650121589884,0
FCN2,19,0.5614035087719298,2.7651862286525118e-05,0.27023599880140187,9.163894899799507e-05,0
FCN1,20,0.5789473684210527,3.393279934449249e-05,0.2617962000776302,9.313807599920345e-05,0
MFAP4,9,0.6944444444444444,1.1017462028071196e-06,0.23856505283694218,5.396556585945081e-05,0
FBN2,15,0.24761904761904763,0.0005719685900814158,0.27426097918000125,0.0001051250254719869,1
EMILIN1,1,0.0,0.0,0.23463665332077124,1.8955061459032512e-05,0
AKAP6,14,0.5824175824175825,1.5580199650708417e-05,0.27726716130343126,6.230495875427297e-05,0
AKAP1,20,0.49473684210526314,2.6786204555748094e-05,0.27529359396406317,8.771338399220359e-05,0
TGFBI,6,0.8666666666666667,2.951105900376213e-07,0.2697774906027407,3.2147732062829995e-05,0
SRGN,1,0.0,0.0,0.2675866970367401,1.791587956096591e-05,0
EPCAM,39,0.1902834008097166,0.0005068196483240549,0.3038341473375099,0.00014835998598037946,1
NF2,20,0.2789473684210526,0.00019209568057187767,0.30468436912036884,9.584562492997616e-05,0
AFM,4,0.5,1.3486553964719294e-05,0.2486128264561294,2.6357313929827323e-05,1
LECT2,2,0.0,1.5739231468673136e-06,0.23241010657688604,2.1845694616799716e-05,0
AWAT1,2,0.0,2.8133876250253233e-06,0.23252339841156838,2.401221942724974e-05,0
LAIR1,4,0.8333333333333334,6.492432980827669e-07,0.25625755956946444,2.657185700435266e-05,0
DOK2,6,0.8,7.279394554261326e-07,0.27243351746227434,3.0694623368669e-05,0
SCIMP,1,0.0,0.0,0.24028180104033114,1.835087017839779e-05,0
SRCIN1,2,1.0,0.0,0.27701413134510566,2.0689671673873907e-05,0
FRK,7,0.2857142857142857,0.0007948508632073292,0.2657833321014186,9.313754081754452e-05,1
LILRB1,19,0.5614035087719298,1.2571711135602667e-05,0.28070133956090243,7.625724111235577e-05,0
PRAG1,1,0.0,0.0,0.24028180104033114,1.8796252738114065e-05,0
DOK3,2,1.0,0.0,0.2633586077287403,2.185263571142832e-05,0
GABPB1,14,0.3626373626373626,9.48829732069292e-05,0.2615979317760985,7.230152858782051e-05,0
KIF2A,13,0.48717948717948717,6.880995257710537e-06,0.25982020033123326,5.454870789554805e-05,0
CENPJ,33,0.2765151515151515,0.00011874758292130486,0.2751877147213089,0.0001503713906593287,0
TBCB,16,0.5166666666666667,1.27291034502894e-05,0.24680582461306247,7.401613843402092e-05,0
MAPRE3,5,0.5,2.3608847203009705e-07,0.243304947744052,3.340529446326949e-05,0
CLIP1,22,0.23376623376623376,0.00015121466633527715,0.2886109255379269,9.805070934900836e-05,0
TTL,7,0.7142857142857143,2.2231664449500804e-06,0.24613268474053676,4.478839557471606e-05,0
SVBP,7,0.6190476190476191,8.459836914411811e-07,0.24489910284258773,5.106156754040024e-05,0
STMN4,9,0.4444444444444444,0.00020706598500317496,0.2464415086862589,5.0488391443972385e-05,1
VASH2,4,1.0,0.0,0.24442701682617649,3.284132485165314e-05,0
MAP7,3,0.3333333333333333,5.862863722080743e-06,0.24679366339575662,2.6689039047271907e-05,0
KIAA0895L,2,1.0,0.0,0.23656499158252325,2.2889585618624703e-05,0
VASH1,3,1.0,0.0,0.2437311857604897,2.9488917181595063e-05,0
KIF21A,2,1.0,0.0,0.2300615053299273,2.9009143185863766e-05,0
EML1,3,0.6666666666666666,0.0,0.2319472990383765,2.5313280683646918e-05,0
RCVRN,15,0.21904761904761905,0.00023359478754427914,0.2544350521607916,8.333969060296001e-05,0
NRL,19,0.7251461988304093,1.218806736855376e-05,0.24760500305443853,7.059998220060486e-05,0
VSX2,2,1.0,0.0,0.23034188749931855,2.2704816026307194e-05,0
GRK7,6,0.7333333333333333,6.295692587469255e-07,0.2587397133816445,4.0215005427681423e-05,0
GRK1,11,0.45454545454545453,2.057084762890019e-05,0.2764178924244699,6.081246402171173e-05,0
GNAT2,21,0.40476190476190477,7.342351480136018e-05,0.2638928318335669,9.880517041315231e-05,0
PDC,6,0.5333333333333333,2.2625145236217632e-05,0.2654663699467421,3.7442012166242865e-05,1
RAB11A,22,0.19047619047619047,0.0008557551309779824,0.2721522537444064,0.00011781713128388733,0
ARF4,4,1.0,0.0,0.24116108538340192,3.3288970638582236e-05,0
SRP9,51,0.9403921568627451,9.102850100038228e-05,0.2685407753892651,7.870807990782681e-05,0
SRP68,51,0.9403921568627451,9.925552844931996e-06,0.2685407753892651,7.928463075601337e-05,0
DYNLT1,2,0.0,9.207450409173784e-06,0.24005722784629902,2.2801015067453437e-05,0
SRP54,51,0.9403921568627451,7.869615734336568e-08,0.2685407753892651,8.108143483342719e-05,0
PPEF1,1,0.0,0.0,0.2292874016565273,1.873973579823569e-05,0
PLEK,12,0.2727272727272727,0.00033307492794268324,0.27928480228539787,6.814272925218004e-05,0
TEC,11,0.8,0.0,0.27153256901603007,4.536085213739463e-05,1
PLEK2,9,0.3333333333333333,6.329630305323581e-05,0.2692988145165031,6.049250851819491e-05,0
ARID3A,1,0.0,0.0,0.23772148662894219,1.7846624359506196e-05,0
IBTK,1,0.0,0.0,0.23772148662894219,1.825588316099227e-05,0
SH3BP5,1,0.0,0.0,0.23772148662894219,1.8188266489442397e-05,0
TXK,17,0.75,1.1804423601504852e-06,0.2779056180765811,5.7711667624182016e-05,1
PIK3R6,34,0.5454545454545454,3.8634894745758587e-05,0.3060434451611733,0.0001106719919366549,0
KIRREL1,4,1.0,0.0,0.2695451928953627,2.5009986305822324e-05,0
TUBB8B,8,0.17857142857142858,1.1410942814788024e-06,0.24595138488436372,4.1115657035111615e-05,0
RAB7A,11,0.8,5.0588513145560234e-05,0.25343085572965557,4.728499491515396e-05,0
TCP11L2,2,1.0,0.0,0.23594092716154055,2.076745120477789e-05,0
ROBO3,6,0.3333333333333333,0.0,0.2328098171745733,3.2879442961383734e-05,0
HTATIP2,31,0.6559139784946236,0.0001629600678187745,0.25224385585138914,6.847554934936272e-05,1
FLACC1,1,0.0,0.0,0.2086940978680882,1.878008626244775e-05,0
SULT1A1,4,0.8333333333333334,0.0,0.23302102920746176,3.358356944293471e-05,0
PMM1,13,0.41025641025641024,8.965951576326332e-05,0.25639530071336264,7.201444269059069e-05,0
PMM2,27,0.20512820512820512,0.001090281156384158,0.2599078384984916,0.000171246865542511,0
FBXO5,17,0.8161764705882353,1.4558789108522651e-06,0.27147369857097386,5.0048023616016416e-05,0
ADAT2,3,1.0,0.0,0.2416672618472947,2.835072926613285e-05,0
ADAT3,4,0.8333333333333334,0.0,0.24194744223878956,3.33300241266201e-05,0
ZWINT,61,0.7557377049180328,4.807351511712851e-05,0.2817672640311205,0.00014218746965073386,0
CDADC1,3,1.0,0.0,0.24415296879132217,2.2731544940784374e-05,0
CEP44,3,1.0,0.0,0.24415296879132217,2.2755851393558717e-05,0
DCP1B,4,1.0,0.0,0.2276046443745965,4.76044560472887e-05,0
DCP1A,21,0.5428571428571428,0.00015376245442926862,0.24747042846905395,0.00010100176064184133,0
DDX6,4,1.0,0.0,0.2276046443745965,4.790203724858132e-05,0
EDC3,4,1.0,0.0,0.2276046443745965,4.776412245819106e-05,0
PIM2,1,0.0,0.0,0.22444786026373215,2.185449099545987e-05,0
