protein,degree,clustering_coefficient,betweenness_centrality,closeness_centrality,pagerank,drug_target
PIP5KL1,33,0.6231060606060606,1.3894790280938003e-05,0.2793003765110934,0.00011216527151668569,0
TEKT2,34,1.0,0.0,0.24960400686659934,0.0001033089170815729,0
ENKUR,34,1.0,0.0,0.24960400686659934,0.00010305718313920396,0
C11orf1,34,1.0,0.0,0.24960400686659934,9.842873253578319e-05,0
CFAP77,34,1.0,0.0,0.24960400686659934,9.914366155961047e-05,0
SPACA9,34,1.0,0.0,0.24960400686659934,9.956975436898906e-05,0
FAM166C,34,1.0,0.0,0.24960400686659934,9.912080619972989e-05,0
C1orf189,34,1.0,0.0,0.24960400686659934,9.971026539190761e-05,0
FAM166B,34,1.0,0.0,0.24960400686659934,9.983596522470761e-05,0
CFAP161,34,1.0,0.0,0.24960400686659934,0.00010254579290149758,0
CFAP20,34,1.0,0.0,0.24960400686659934,0.00010156528765381795,0
C15orf65,34,1.0,0.0,0.24960400686659934,0.00010090224745572421,0
C1orf158,34,1.0,0.0,0.24960400686659934,0.000101192840655774,0
C5orf49,34,1.0,0.0,0.24960400686659934,0.00010109982034477664,0
C9orf135,34,1.0,0.0,0.24960400686659934,0.0001006034769120567,0
SPAG8,34,1.0,0.0,0.24960400686659934,0.00010077421921731218,0
EFHB,34,1.0,0.0,0.24960400686659934,0.00010327875180742683,0
MNS1,34,1.0,0.0,0.24960400686659934,0.00010158956020293572,0
C1orf194,34,1.0,0.0,0.24960400686659934,0.00010216492948159906,0
CCDC173,34,1.0,0.0,0.24960400686659934,0.00010181629706288986,0
CFAP126,34,1.0,0.0,0.24960400686659934,0.00010319527958147157,0
C9orf116,34,1.0,0.0,0.24960400686659934,0.000102954080992463,0
CFAP52,34,1.0,0.0,0.24960400686659934,0.0001038787085104152,0
FAM183A,34,1.0,0.0,0.24960400686659934,9.953123460675829e-05,0
PACRG,34,1.0,0.0,0.24960400686659934,0.00010383891206357763,0
CFAP53,34,1.0,0.0,0.24960400686659934,0.00010295387822538802,0
TEKT4,34,1.0,0.0,0.24960400686659934,0.0001018365130658722,0
RIBC2,34,1.0,0.0,0.24960400686659934,0.00010195415099032528,0
TEKT3,34,1.0,0.0,0.24960400686659934,0.00010296595087565355,0
CFAP45,34,1.0,0.0,0.24960400686659934,0.00010407904085833117,0
TEKT1,34,1.0,0.0,0.24960400686659934,0.00010465428054219618,0
EFHC2,34,1.0,0.0,0.24960400686659934,0.00010436275110999381,0
SLC11A1,4,0.16666666666666666,4.2889405752134295e-06,0.23919167132859823,3.232925340848381e-05,0
S100A9,12,0.3939393939393939,1.2197904388221681e-05,0.27813710963682814,5.653819294275988e-05,1
ARL2,5,0.8,7.869615734336568e-08,0.23604656322478887,3.361487553053039e-05,0
TBCD,12,0.4393939393939394,7.346778138986582e-05,0.2511875424050344,7.881592854447892e-05,0
PFDN2,28,0.48148148148148145,0.00011698347739419107,0.2937999121152769,0.00010105292727790108,0
IL17F,36,0.5174603174603175,7.07937515434694e-05,0.2948810127633313,0.00011280096643095315,1
COLEC11,13,0.7564102564102564,1.6624563238786e-06,0.24566186000515905,6.818119649656283e-05,0
FCN3,16,0.725,9.935389864599917e-07,0.24680582461306247,8.021552343110823e-05,1
C1S,30,0.335632183908046,0.00044278884780228096,0.277774610492218,0.0001335482471985834,1
C1R,23,0.43873517786561267,9.166626777551914e-05,0.2784308864988844,0.00010901546159220571,1
C1QB,27,0.25071225071225073,0.0007553994958291332,0.2865551392731174,0.00012563275243167684,1
BMP1,15,0.4380952380952381,2.7351833186653534e-05,0.2720561652246161,6.829842079377744e-05,0
SERF1A,5,0.4,2.5950057883974832e-05,0.2452468601682058,2.82562284683844e-05,0
PPP1R3F,10,1.0,0.0,0.24893409551616216,5.507308959593913e-05,0
PPP1R3C,11,0.9090909090909091,3.934807867168284e-08,0.2489402819048775,6.11195581630951e-05,0
PPP1R3D,16,0.525,1.136667622628238e-05,0.25116864759967816,7.633712784292572e-05,0
PPP1R3A,17,0.4632352941176471,4.2018829511523316e-05,0.25136403110512573,8.992643904481264e-05,0
PPP1R3E,10,1.0,0.0,0.24893409551616216,5.560835316893749e-05,0
PPP1R9B,7,0.8571428571428571,9.517316528713287e-06,0.2504339609382826,3.970051285609047e-05,0
PPP1R15B,7,0.9047619047619048,3.531490060783535e-06,0.25950384714308866,3.78352143018949e-05,0
PPP1R7,6,0.9333333333333333,0.0,0.24411726869353134,4.186498869605413e-05,0
PPP1R2,7,0.8095238095238095,1.8493596975690935e-06,0.24496498101267647,4.34613728620792e-05,0
PPP1R11,5,1.0,0.0,0.24389141029339614,3.6580287402243286e-05,0
CPSF3,7,1.0,0.0,0.2451448290237963,4.790291019454217e-05,0
WDR82,17,0.39705882352941174,2.7120663224457397e-05,0.25850601299536424,9.17334667458994e-05,0
WDR33,7,1.0,0.0,0.2451448290237963,4.800305202057881e-05,0
PPP1R8,7,0.8571428571428571,6.492432980827669e-07,0.24445087616697656,4.240562606565988e-05,0
MYL6B,41,0.4560975609756098,0.00011574975117750601,0.29108499705257795,0.00014624720269990985,0
MYL6,47,0.3885291396854764,0.00015497732635825684,0.2963816794949513,0.00016531733385998716,0
PPP1R14A,7,0.6666666666666666,0.0,0.2682674880441983,4.027781007977659e-05,0
URI1,11,0.5454545454545454,2.1690628367765167e-05,0.2813241217617425,5.16012936350029e-05,0
PPP1R10,8,0.7142857142857143,7.540075575461225e-06,0.24715902202300488,4.576268094583743e-05,0
TOX4,6,1.0,0.0,0.2460903575376579,3.949471644947151e-05,0
CDCA2,37,0.7702702702702703,9.933258510338536e-05,0.27414088679721854,9.010469887037297e-05,0
KNL1,30,0.825287356321839,1.7421361831887577e-05,0.27437366138679137,7.708383367111346e-05,0
CHMP2B,29,0.7955665024630542,0.00022922387180516639,0.2674652355967736,0.00010918650588997407,0
DYNC1LI2,8,0.8571428571428571,0.0,0.28030075282117595,4.53034052829132e-05,0
CETN2,46,0.3739130434782609,0.0008500316250345304,0.2822754249040597,0.0001483526007990044,0
MAP9,1,0.0,0.0,0.23359158649279121,1.8096374417118133e-05,0
DYNC1LI1,15,0.4095238095238095,0.00033274702728708594,0.2556297658237729,8.226121684250583e-05,0
CCT6B,30,0.6620689655172414,0.00015283285607065012,0.2876165155498554,0.00010305261886194658,0
ZMYND19,4,0.5,2.4164638814247225e-05,0.24810789130555222,3.5747152653569386e-05,0
CNTROB,2,1.0,0.0,0.2397010768980705,2.0912024663839655e-05,0
FAM170A,3,0.6666666666666666,3.923003443566779e-05,0.2389805325787376,3.157833024339083e-05,0
LAMTOR5,13,0.46153846153846156,4.853749454479878e-05,0.24959156833533575,5.5650727218258035e-05,0
KNDC1,7,1.0,0.0,0.24496498101267647,3.635177608852361e-05,0
WDR41,7,1.0,0.0,0.24496498101267647,3.673288260855303e-05,0
ABHD15,1,0.0,0.0,0.234565226637873,1.7412473150518425e-05,0
D2HGDH,3,1.0,0.0,0.25220575063120915,2.473597449454275e-05,0
YIPF6,3,0.3333333333333333,1.0825640144546741e-05,0.218690274065503,2.8235234503514748e-05,0
VIM,47,0.1877890841813136,0.0014421890584810756,0.3309471390105182,0.00018698505051648222,1
UACA,1,0.0,0.0,0.24752546402358264,1.8314658841560628e-05,0
MGAT5,1,0.0,0.0,0.24752546402358264,1.8784095309178784e-05,0
CSPG4,1,0.0,0.0,0.24752546402358264,1.8810418849419054e-05,0
ANXA7,2,0.0,6.689173374186083e-07,0.2508667168437357,2.4273169298608464e-05,0
GEMIN4,20,0.8263157894736842,4.194505186401391e-05,0.26038752283780514,6.349990611589862e-05,0
MUC16,24,0.40942028985507245,0.0006834982598213837,0.28644042216609095,0.00014154380003427545,1
TRIM16,2,0.0,1.5581839153986406e-05,0.25078506881231666,2.8592277282407782e-05,0
LGALS3BP,6,0.4,2.2389056764187536e-05,0.2723890687578618,3.886515721159142e-05,0
DNAJC15,2,1.0,0.0,0.2571984492661917,2.072236794006918e-05,0
TOMM40,42,0.3252032520325203,0.000709465040638794,0.3097340219402729,0.00015708084491392656,0
FKBP6,3,0.3333333333333333,3.915133827832443e-06,0.2829132093532456,2.433653614031669e-05,0
TRAP1,18,0.35947712418300654,0.0003183423514866941,0.289152440711554,7.391537778088492e-05,0
HINT3,1,0.0,0.0,0.20823856651360312,2.0065300430839577e-05,0
HINT1,14,0.12087912087912088,0.0006265788047678776,0.263227118737889,8.60061914505073e-05,1
RGS20,1,0.0,0.0,0.20823856651360312,1.992429749708258e-05,0
FHIT,12,0.09090909090909091,0.0008108261831480325,0.2937999121152769,9.659343615426165e-05,1
DES,11,0.2545454545454545,0.00010707595908531693,0.26567759398393714,6.482430329995e-05,0
RPL17,134,0.5547076646840983,0.00014598301137522132,0.292992132076702,0.00019650944024639458,0
TRIM29,5,0.2,6.990186176024456e-05,0.248748646723873,4.626876997547908e-05,0
SCRG1,1,0.0,0.0,0.2194520440689297,1.7860957215434065e-05,0
PKN3,7,0.7142857142857143,6.689173374186083e-07,0.26512910919407034,4.0848507871983834e-05,0
PKN2,13,0.3333333333333333,5.311990620677184e-06,0.2911188352922307,5.993339871228149e-05,1
PKN1,22,0.17316017316017315,9.677168098316999e-05,0.2895368963658804,0.00010326772890194275,1
SGK2,6,0.8666666666666667,0.0,0.2667032669552002,3.628745437710267e-05,0
FAM199X,2,1.0,0.0,0.2494299801685848,1.966328553423411e-05,0
SLC28A3,5,0.4,4.1010534995561445e-05,0.22094287360647505,4.890191113719641e-05,0
SLC29A3,5,0.7,0.0,0.20937457942792811,5.399771060627044e-05,0
SLC29A2,5,0.7,0.0,0.20937457942792811,5.823705726916464e-05,1
SLC28A1,6,0.3333333333333333,6.825907947570182e-05,0.22604838208174316,5.6273994872925905e-05,0
TBCE-2,5,0.5,1.1287980068939015e-05,0.22540747082741597,4.7596467199275425e-05,0
ZC3H8,1,0.0,0.0,0.22181864088155995,1.8265024090482412e-05,0
CLCA2,4,1.0,0.0,0.24417082275613322,3.9690692389361355e-05,0
PDZD3,3,0.6666666666666666,1.8473922936355095e-05,0.24526487448142514,2.878510708694476e-05,0
SLC26A3,11,0.2545454545454545,1.5168684327933736e-05,0.275945786715803,6.001306516796132e-05,0
SPINK1,8,0.5357142857142857,3.822665842953988e-05,0.251030172503267,6.322280093318781e-05,0
SLC26A9,1,0.0,0.0,0.24051834430393693,1.9251755728049468e-05,0
SLC26A6,6,0.6666666666666666,2.1247962482708734e-06,0.2498779685584306,4.560983627787967e-05,0
USP10,1,0.0,0.0,0.24051834430393693,1.9371994907844824e-05,0
RNF5,4,0.8333333333333334,0.0,0.2701995523310864,2.9607036788654754e-05,0
METAP2,49,0.7593537414965986,0.0005003862374612347,0.28326522081187583,7.640042430390381e-05,1
METAP1,41,0.8987804878048781,0.00014395822482690768,0.27644840633559725,6.08806087838855e-05,0
TEX48,41,0.9390243902439024,1.5739231468673136e-07,0.2744037256148573,6.366081885123127e-05,0
MRPL2,98,0.6069850620660635,9.016284326960525e-05,0.28308110562285554,0.00014941631453043277,0
MRPL3,110,0.5424520433694746,0.00011097797688692552,0.28875235662190096,0.00016999635529099978,0
MRPL24,100,0.5846464646464646,0.00011501279445405097,0.2851602141758815,0.00015229292878988582,0
IMP3,128,0.45558562992125984,0.00036983259143514696,0.2873030460497437,0.00019502943818136082,0
RPL7L1,41,0.9390243902439024,0.0,0.2744037256148573,6.803616803055603e-05,0
MRTO4,180,0.38268156424581007,0.0006263919013941871,0.29303498723292665,0.0002602035613806824,0
NSA2,100,0.5634343434343434,3.68347201465291e-05,0.277697604889398,0.00014880136798323254,0
RPL17-C18orf32,66,0.8270396270396271,6.877716251154564e-06,0.2813478261872364,0.00010152435582483504,0
RPL26L1,66,0.8265734265734266,1.967403933584142e-08,0.2813478261872364,0.00010263275989764426,0
RPL9,155,0.5204021784666946,0.00032759281474657265,0.2940068681157103,0.00022616337101922628,0
RPL3,150,0.5298434004474273,1.5199834890215484e-05,0.2938171473196951,0.00021720998727623014,1
UCHL5,63,0.5232974910394266,0.00038426841779782075,0.2931807885846099,0.0001548022406954979,0
CHD1,5,0.7,3.5413270804514557e-07,0.24329903826800656,2.8615591736700756e-05,0
CTR9,31,0.6795698924731183,3.7444615365940187e-05,0.2544932294293937,0.00010965930059309592,0
SSRP1,10,0.5111111111111111,7.183483612499098e-05,0.29262409451888194,4.715496600627819e-05,0
MTA1,24,0.6884057971014492,9.463212920539724e-06,0.2988754028992232,7.721067106443499e-05,0
GGA3,13,0.34615384615384615,0.0001925104749012083,0.27755910234331854,7.599375747498825e-05,0
CBX8,63,0.5376344086021505,6.0415695793813035e-06,0.28073280655709787,0.0001544872862847408,0
MTA2,29,0.6822660098522167,1.148472046229743e-05,0.29635537420698693,8.640213554547045e-05,0
MBD3,15,0.9047619047619048,1.5739231468673136e-07,0.2640110696212737,5.599687411584503e-05,0
PCGF3,35,0.6941176470588235,1.7386932263049855e-05,0.2635110223488811,0.00010590502854385,0
GATAD2A,15,0.9333333333333333,1.5739231468673136e-07,0.26663937403030147,5.631490446611981e-05,0
BRD2,33,0.32196969696969696,0.0001755744060396048,0.2892108789574537,0.00010300873201168843,0
FBRS,9,1.0,0.0,0.24670856842032277,3.92890239632605e-05,0
PACS1,1,0.0,0.0,0.23942034952007374,1.7588228681863368e-05,0
SUDS3,21,0.6476190476190476,9.56158311721893e-06,0.26821002472877703,7.323822457297617e-05,0
GGA1,13,0.34615384615384615,4.124662346759154e-05,0.27755910234331854,7.766986605244905e-05,0
RBBP7,89,0.32303370786516855,9.989165572117885e-05,0.2916528272162804,0.00023740099669359246,0
RRP15,32,0.8104838709677419,1.954123957032449e-05,0.25985390032349387,6.322654487817454e-05,0
CHD3,26,0.5938461538461538,0.00025577234838560636,0.29479423200619087,8.202679574410092e-05,0
AUTS2,15,0.3904761904761905,0.00016125334490639024,0.2641642406004843,7.300774014289844e-05,0
RBBP4,108,0.26877812391831085,0.0007135724882011343,0.3078682116842476,0.0002856063684650978,0
BMI1,81,0.40771604938271605,0.00016739000567589477,0.30700015334734027,0.00019756232561965508,0
YAF2,14,0.8021978021978022,9.83701966792071e-08,0.24923138942004291,5.784979628293655e-05,0
RYBP,15,0.7714285714285715,4.00858551467769e-06,0.2514586806800473,6.082312977121898e-05,0
NOL6,91,0.5196581196581197,0.00020637411461986454,0.26812387589856435,0.00015773629195326737,0
RNF2,75,0.44684684684684683,2.742561083416294e-05,0.30233936990131494,0.00018833934948915093,0
PCGF5,35,0.6941176470588235,1.967403933584142e-08,0.2635110223488811,0.000108221209191505,0
CSNK2B-2,4,0.6666666666666666,3.0298020577195786e-06,0.240830600653228,3.460198342222088e-05,0
RRP7A,48,0.9033687943262412,1.829685658233252e-06,0.26023193836724506,8.895947347739619e-05,0
CAMSAP3,2,1.0,0.0,0.24366596943737207,2.2163873824021687e-05,0
KIF7,15,0.5619047619047619,0.00013198657189104811,0.2753768419719146,7.439151675630207e-05,0
KIF1A,8,0.5,6.287822971734918e-05,0.25112457077315464,4.328699838654271e-05,0
KIF18A,41,0.8195121951219512,4.535849768878239e-05,0.27345985650324495,9.838340326231236e-05,0
PAFAH1B1,5,0.7,1.4066938125126615e-05,0.2591882633919056,3.259846651773272e-05,0
UBASH3A,5,0.6,9.443538881203882e-07,0.2865715349326381,3.1969690397840546e-05,0
PDE4DIP,5,0.6,1.6772118533804812e-06,0.2684040621518814,3.101391891148826e-05,0
ESF1,40,0.8987179487179487,1.1784749562169011e-05,0.2422165587477117,6.810574572155372e-05,0
UTP15,58,0.8729582577132486,2.2231664449500804e-06,0.2576085380884754,9.811359160747839e-05,0
LOC102724159,55,0.8956228956228957,5.773346843102665e-05,0.25834600514701517,9.150104392838024e-05,0
RRP9,78,0.6297036297036297,2.8212572407596596e-05,0.26259917169743524,0.00013061322086173064,0
UTP20,83,0.5736115192477226,6.468332282641263e-05,0.2666890658813761,0.00013850376289081579,0
FTSJ3,85,0.592156862745098,6.26273857158172e-05,0.2572645042907868,0.0001355352549949374,0
NOC4L,83,0.6247428739347635,0.0003712851913394434,0.27140014640251336,0.00013524156603917598,0
UTP23,35,0.9428571428571428,3.6200232377948214e-06,0.23964373214283172,5.97371442394143e-05,0
WDR75,61,0.8540983606557377,1.5739231468673136e-06,0.25879318995453965,0.00010243129172064716,0
DHX8,33,0.44696969696969696,0.0002046706707140363,0.24746431491811471,6.91408075406622e-05,0
DDX49,39,0.8798920377867746,1.1145343283754164e-05,0.25513493972722645,6.762714625733463e-05,0
PWP2,60,0.8378531073446328,3.7872525721494734e-06,0.25842598430345093,0.00010172258748829874,0
TSR1,90,0.5400749063670413,9.532399958870765e-05,0.28365023371288023,0.0001397352946377077,0
UTP25,50,0.8163265306122449,2.089382977466359e-05,0.2552064406912019,8.68385754158408e-05,0
IMP4,81,0.6154320987654321,1.219790438822168e-06,0.2605636251058778,0.0001320705453287353,0
TBL3,91,0.5894993894993895,0.0001346327301817188,0.2620153279686737,0.00015756394513392706,0
DDX52,44,0.8995771670190275,5.902211800752426e-08,0.2542864976917312,7.431422549827818e-05,0
UTP14C,57,0.881578947368421,1.053052955450912e-05,0.25875976450636407,9.432464998791138e-05,0
DCAF13,87,0.4990644212777332,0.0004547801747774763,0.2776899066773034,0.00017945170063048496,0
UTP11,61,0.8448087431693989,0.0,0.25879318995453965,0.00010316793472873889,0
UTP4,87,0.6214915797914996,1.2950436392817615e-05,0.2619194143958783,0.00014239955002224092,0
WDR3,86,0.6388508891928865,3.629860257462742e-06,0.2609369351525272,0.000138422458613666,0
WDR46,87,0.640470462443197,9.079569153490815e-06,0.2609437325093874,0.00013976134634542575,0
WDR43,87,0.5939588345362202,0.000160166354233085,0.2708937206871752,0.00014372011939063487,0
HEATR1,60,0.8536723163841808,8.656577307770225e-07,0.25841931748240243,0.00010237077647450569,0
UTP14A,59,0.8515488018702513,1.5149010288597893e-06,0.25877313364945403,0.0001010538739089211,0
WDR36,97,0.5612113402061856,1.9064144116430336e-05,0.2642130140999226,0.00015829548276186645,0
NGDN,62,0.8344791115811739,2.7642025266857195e-06,0.25879987608046207,0.00010471944872662058,0
BYSL,135,0.3894969596462134,0.00024250384835685935,0.2890022793217266,0.00022270929687462338,0
PDCD11,103,0.5031410622501428,0.00041605838635798447,0.2700465844495165,0.00018251117326206805,0
KRR1,93,0.5369331463300607,0.0001386036071210028,0.2786477510798733,0.00015263947359223196,0
MPHOSPH10,83,0.5956508962679988,6.499318894595214e-05,0.2762425680759573,0.00013387560502928008,0
DDX47,38,0.8733997155049786,3.934807867168284e-05,0.2551284416262223,6.561261772900816e-05,0
UTP18,64,0.8065476190476191,7.279394554261326e-07,0.25921509169781504,0.00010858058816293587,0
ABT1,19,0.9239766081871345,1.967403933584142e-08,0.22686237127325026,4.10920708579244e-05,0
UTP6,64,0.7767857142857143,3.1429277839006668e-06,0.25921509169781504,0.00011169421501115214,0
UTP3,67,0.7340569877883311,0.0001949582532952426,0.2637191449971137,0.00012170744241457224,0
WDR12,113,0.49020227560050567,6.121577339347057e-05,0.26621420228474446,0.00016576345010513538,0
DHX37,37,0.9714714714714715,0.0,0.25424777287673206,6.733640181827872e-05,0
RRP36,32,0.9233870967741935,4.1315482605266983e-07,0.23890073941260112,5.608087928848151e-05,0
FCF1,58,0.8650937689050212,0.0,0.2584126510053236,9.921177946382927e-05,0
GPATCH2,8,1.0,0.0,0.23287476469999685,2.510967624405923e-05,0
GPATCH2L,8,1.0,0.0,0.23287476469999685,2.4961091106547254e-05,0
WNT3A,51,0.367843137254902,0.00029889620310649277,0.2930092726349304,0.0001726573943703286,0
JADE1,1,0.0,0.0,0.20644040977619613,1.943807733318302e-05,0
B9D2,15,0.9904761904761905,0.0,0.21370286307057995,9.638225135015883e-05,0
RPGRIP1L,24,0.5217391304347826,0.0005779888461181832,0.23869011374580898,0.00014844978371924953,0
TMEM237,16,0.925,1.5739231468673136e-07,0.21370742225951753,9.359766342225403e-05,0
TMEM107,14,1.0,0.0,0.21198434002561403,8.576233399806152e-05,0
TMEM17,15,0.9904761904761905,1.2788125568296922e-06,0.21370286307057995,9.216888696028464e-05,0
AHI1,21,0.6904761904761905,8.981198956811608e-06,0.22256283335341195,0.0001238842319859667,0
MKS1,17,0.8602941176470589,1.4450581892175524e-05,0.22017557595327863,0.00010467850175238712,0
TMEM216,18,0.8431372549019608,4.918509833960355e-07,0.21702721214079135,0.00011223426422239883,0
TMEM67,19,0.7719298245614035,3.816763631153235e-06,0.22266177655308894,0.00011760374952291863,0
TMEM231,15,0.9904761904761905,0.0,0.21370286307057995,9.714291800533122e-05,0
CC2D2A,18,0.8300653594771242,0.0,0.22253316753832955,0.00011237651288924042,0
TCTN1,16,0.9416666666666667,0.0,0.21674545619634686,9.949204207587474e-05,0
B9D1,17,0.8897058823529411,6.630151256178559e-06,0.2170225102058272,0.00010639242969784933,0
NPHP3,16,0.5083333333333333,2.6909167301597102e-05,0.22361113475389793,0.00010704211780359585,0
ARL13B,17,0.47794117647058826,0.0004344372181042163,0.2506595601824279,9.308089692573251e-05,0
MPP5,2,1.0,0.0,0.20644466434958092,2.4485918293223377e-05,0
INVS,11,0.5636363636363636,2.4459749404284848e-05,0.22533141386953923,7.611878790079283e-05,0
IFT88,19,0.38596491228070173,0.00026655864045148147,0.2530147761756552,0.00010006988572759928,0
IQCB1,13,0.6923076923076923,8.425407345574089e-06,0.2206460054972657,8.0931167797367e-05,0
NEK8,5,0.6,1.8524747537972682e-05,0.2200643248658882,4.090631386585681e-05,0
CCP110,19,0.38596491228070173,0.000415123869489532,0.2572777193674166,9.637572334333502e-05,0
